account,amount,%,balance,date
pedroteux123,0.01,0.00,0.01 HYPHA,2022-01-17T00:31:03.305Z
abrancusi123,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.301Z
acascalheira,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.306Z
adafriedrich,0,0.00,0.00 HYPHA,2022-01-17T00:31:02.682Z
alanlaub1111,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.159Z
aleksandardj,0,0.00,0.00 HYPHA,2022-01-17T00:31:02.684Z
alextrojan43,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.990Z
anneloes3313,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.285Z
astoryteller,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.294Z
azarltfpa455,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.033Z
biodiversity,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.308Z
c1or1dons115,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.093Z
carleymonty1,0,0.00,0.00 HYPHA,2022-01-17T00:31:02.688Z
cathk33seeds,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.296Z
cedricseedss,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.032Z
christelos55,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.292Z
clarelaverty,0,0.00,0.00 HYPHA,2022-01-17T00:31:02.685Z
cometogether,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.029Z
cookieinbali,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.297Z
dangermouse1,0,0.00,0.00 HYPHA,2022-01-17T00:31:02.686Z
danigorfest3,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.298Z
dbeverywhere,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.038Z
denistoledoo,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.293Z
dstudioproto,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.299Z
earthgym.gm,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.924Z
emanwplcl322,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.028Z
esteesh12345,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.406Z
etherweaver1,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.925Z
everywherehk,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.036Z
evgeiobrn243,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.034Z
exponential1,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.035Z
faanch1134ac,0,0.00,0.00 HYPHA,2022-01-17T00:31:02.694Z
febudfuture1,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.302Z
georgetaylor,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.304Z
gerard5ph321,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.038Z
geschichten1,0,0.00,0.00 HYPHA,2022-01-17T00:31:02.692Z
gguijarro123,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.037Z
gradinagruiu,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.299Z
greensurge12,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.304Z
gregory.tk,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.038Z
hyphanewyork,0,0.00,0.00 HYPHA,2022-01-17T00:31:02.690Z
iampriestess,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.034Z
iblvnnwwrld1,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.301Z
illumination,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.923Z
imprvsociety,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.039Z
inhabit4love,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.310Z
jaclynjhin11,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.922Z
jasondoh1155,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.779Z
jasonrswamy1,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.291Z
jedipath3335,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.780Z
joachimstroh,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.309Z
juliomonteir,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.781Z
kapishdutta1,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.305Z
khempoudel12,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.039Z
kimmarsh1111,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.406Z
leonieherma1,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.989Z
leoslaagr421,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.303Z
lisalight231,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.304Z
localscaling,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.405Z
loveandlight,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.299Z
luigicarlini,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.309Z
lukegravdent,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.406Z
lukskywalker,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.300Z
magic1234555,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.290Z
marcmarcmarc,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.306Z
martinaepple,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.300Z
massimohypha,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.306Z
matteotangi1,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.305Z
michaelmatio,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.288Z
mightymighty,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.298Z
minosdoros55,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.288Z
montanath135,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.286Z
nadimhamdan1,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.290Z
nahimafzal11,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.309Z
natajuvbr125,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.958Z
natureboy222,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.297Z
nicktucker11,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.307Z
nomik22kimon,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.297Z
oumniaabidi1,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.308Z
paulcarvalho,0,0.00,0.00 HYPHA,2022-01-17T00:31:03.296Z
peterrakj234,0,0.00,0.00 HYPHA,2022-01-17T00:31:04.957Z
pmdwithseeds,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.827Z
radiantseeds,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.432Z
rainskyarel5,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.874Z
rocklandroad,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.428Z
ronscroggin1,0,0.00,0.00 HYPHA,2022-01-17T00:31:07.163Z
sanjayrajan1,0,0.00,0.00 HYPHA,2022-01-17T00:31:07.164Z
sanjeevsingh,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.829Z
searchingfor,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.426Z
seeding1love,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.430Z
seedsofheart,0,0.00,0.00 HYPHA,2022-01-17T00:31:07.164Z
seedspiyush2,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.835Z
sevenflash42,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.837Z
sienaraa3535,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.422Z
skyblueearth,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.430Z
solomonx3333,0,0.00,0.00 HYPHA,2022-01-17T00:31:07.163Z
sonicsphinxy,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.835Z
starseedyogi,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.427Z
stefanrust12,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.837Z
stephengomes,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.431Z
stephenreid1,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.875Z
supernatural,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.425Z
swapx.seeds,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.432Z
takayaren555,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.834Z
tamsinrose22,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.835Z
thealchemist,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.423Z
thelovewitch,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.432Z
theremotecub,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.422Z
totohmshanti,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.431Z
ugxxqvybh233,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.830Z
vasylmarchuk,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.425Z
vedadogguija,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.834Z
virtuousloop,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.429Z
wearesailing,0,0.00,0.00 HYPHA,2022-01-17T00:31:05.830Z
westonshanec,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.424Z
willblakey11,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.429Z
zerowastebcn,0,0.00,0.00 HYPHA,2022-01-17T00:31:06.424Z
